query	target	fident	alnlen	mismatch	gapopen	qstart	qend	qlen	qcov	tstart	tend	tlen	tcov	evalue	bits
H2LEU1|H2LEU1_ORYLA	A0A2I2ZP34|A0A2I2ZP34_GORGO	0.602	703	269	0	23	699	707	0.958	25	727	808	0.870	2.094E-262	822
H2LEU1|H2LEU1_ORYLA	A0A2I3S777|A0A2I3S777_PANTR	0.625	672	249	0	23	688	707	0.942	25	696	812	0.828	2.094E-262	822
H2LEU1|H2LEU1_ORYLA	Q15063|POSTN_HUMAN	0.602	703	269	0	23	699	707	0.958	25	727	836	0.841	2.094E-262	822
H2LEU1|H2LEU1_ORYLA	A0A2I3S1C4|A0A2I3S1C4_PANTR	0.625	672	249	0	23	688	707	0.942	25	696	836	0.804	2.094E-262	822
H2LEU1|H2LEU1_ORYLA	G3QUZ5|G3QUZ5_GORGO	0.602	703	269	0	23	699	707	0.958	25	727	836	0.841	2.094E-262	822
H2LEU1|H2LEU1_ORYLA	Q15063-4|POSTN-4_HUMAN	0.610	692	266	0	23	704	707	0.965	25	716	751	0.921	2.866E-262	822
H2LEU1|H2LEU1_ORYLA	A0A2I2YVT8|A0A2I2YVT8_GORGO	0.610	692	266	0	23	704	707	0.965	25	716	779	0.888	2.866E-262	822
H2LEU1|H2LEU1_ORYLA	Q15063-2|POSTN-2_HUMAN	0.610	692	266	0	23	704	707	0.965	25	716	779	0.888	2.866E-262	822
H2LEU1|H2LEU1_ORYLA	D3ZAF5|D3ZAF5_RAT	0.618	680	253	0	1	664	707	0.939	2	681	810	0.840	3.923E-262	821
H2LEU1|H2LEU1_ORYLA	A0A3B3HTU1|A0A3B3HTU1_ORYLA	0.600	703	274	0	1	687	707	0.972	1	703	815	0.863	2.580E-261	819
H2LEU1|H2LEU1_ORYLA	A0A2I3SDV5|A0A2I3SDV5_PANTR	0.644	643	224	0	23	653	707	0.893	25	667	749	0.858	1.239E-260	817
H2LEU1|H2LEU1_ORYLA	Q15063-7|POSTN-7_HUMAN	0.644	643	224	0	23	653	707	0.893	25	667	721	0.892	1.696E-260	816
H2LEU1|H2LEU1_ORYLA	A0A2I2YLR3|A0A2I2YLR3_GORGO	0.644	643	224	0	23	653	707	0.893	25	667	749	0.858	1.696E-260	816
H2LEU1|H2LEU1_ORYLA	Q15063-6|POSTN-6_HUMAN	0.644	643	224	0	23	653	707	0.893	25	667	749	0.858	1.696E-260	816
H2LEU1|H2LEU1_ORYLA	A0A3B3I1D6|A0A3B3I1D6_ORYLA	0.627	664	242	0	1	650	707	0.919	1	664	824	0.806	4.350E-260	815
H2LEU1|H2LEU1_ORYLA	A0A2I3SNS9|A0A2I3SNS9_PANTR	0.674	606	197	0	23	628	707	0.857	25	630	865	0.701	5.358E-259	812
H2LEU1|H2LEU1_ORYLA	A0A2I2ZXC3|A0A2I2ZXC3_GORGO	0.673	606	198	0	23	628	707	0.857	25	630	853	0.710	7.334E-259	812
H2LEU1|H2LEU1_ORYLA	A0A5F4DBH8|A0A5F4DBH8_CANLF	0.554	692	296	0	8	699	707	0.979	9	672	794	0.836	2.181E-230	729
H2LEU1|H2LEU1_ORYLA	A0A6I8RL64|A0A6I8RL64_XENTR	0.525	615	291	0	23	637	707	0.870	25	638	643	0.955	5.811E-188	606
H2LEU1|H2LEU1_ORYLA	Q3UXJ2|Q3UXJ2_MOUSE	0.523	614	291	0	21	634	707	0.868	28	639	651	0.940	5.183E-187	603
H2LEU1|H2LEU1_ORYLA	P82198|BGH3_MOUSE	0.527	608	287	0	21	628	707	0.860	28	634	683	0.889	7.085E-187	603
H2LEU1|H2LEU1_ORYLA	A0A6I8SCL8|A0A6I8SCL8_XENTR	0.527	606	286	0	23	628	707	0.857	25	629	660	0.917	2.474E-186	601
H2LEU1|H2LEU1_ORYLA	F7D4G3|F7D4G3_XENTR	0.527	606	286	0	23	628	707	0.857	20	624	674	0.898	2.474E-186	601
H2LEU1|H2LEU1_ORYLA	A0A6I8QGD2|A0A6I8QGD2_XENTR	0.527	606	286	0	23	628	707	0.857	22	626	676	0.895	2.474E-186	601
H2LEU1|H2LEU1_ORYLA	Q0V9T4|Q0V9T4_XENTR	0.527	606	286	0	23	628	707	0.857	25	629	677	0.894	2.474E-186	601
H2LEU1|H2LEU1_ORYLA	H2RC92|H2RC92_PANTR	0.513	628	305	0	1	628	707	0.888	8	634	683	0.918	3.382E-186	601
H2LEU1|H2LEU1_ORYLA	Q15582|BGH3_HUMAN	0.513	628	305	0	1	628	707	0.888	8	634	683	0.918	3.382E-186	601
H2LEU1|H2LEU1_ORYLA	G3R261|G3R261_GORGO	0.513	628	305	0	1	628	707	0.888	8	634	683	0.918	3.382E-186	601
H2LEU1|H2LEU1_ORYLA	A0A2I3RNS3|A0A2I3RNS3_PANTR	0.513	628	305	0	1	628	707	0.888	8	634	706	0.888	3.382E-186	601
H2LEU1|H2LEU1_ORYLA	G3RTB6|G3RTB6_GORGO	0.510	631	308	0	1	631	707	0.893	8	636	693	0.908	6.319E-186	600
H2LEU1|H2LEU1_ORYLA	D4A8G5|D4A8G5_RAT	0.511	628	306	0	1	628	707	0.888	8	634	685	0.915	1.614E-185	599
H2LEU1|H2LEU1_ORYLA	P55906|BGH3_BOVIN	0.508	628	308	0	1	628	707	0.888	8	634	683	0.918	9.384E-184	594
H2LEU1|H2LEU1_ORYLA	Q503K1|Q503K1_DANRE	0.516	611	294	0	18	628	707	0.864	19	627	677	0.900	2.919E-182	589
H2LEU1|H2LEU1_ORYLA	A0A6I8QYB9|A0A6I8QYB9_XENTR	0.524	594	282	0	35	628	707	0.840	5	597	647	0.917	2.317E-180	584
H2LEU1|H2LEU1_ORYLA	H2N1S0|H2N1S0_ORYLA	0.511	606	294	0	21	626	707	0.857	21	623	677	0.891	4.690E-178	577
H2LEU1|H2LEU1_ORYLA	F7D796|F7D796_MONDO	0.497	628	315	0	1	628	707	0.888	8	634	684	0.917	6.409E-178	577
H2LEU1|H2LEU1_ORYLA	A0A3Q1MNL9|A0A3Q1MNL9_BOVIN	0.520	590	282	0	39	628	707	0.835	5	593	642	0.917	1.636E-177	576
H2LEU1|H2LEU1_ORYLA	F1PW10|F1PW10_CANLF	0.519	590	283	0	39	628	707	0.835	1	589	638	0.923	5.705E-177	574
H2LEU1|H2LEU1_ORYLA	A0A1D5PXP9|A0A1D5PXP9_CHICK	0.503	613	303	0	17	629	707	0.867	17	627	680	0.899	1.456E-176	573
H2LEU1|H2LEU1_ORYLA	A0A5F8GLY4|A0A5F8GLY4_MONDO	0.471	628	317	0	1	628	707	0.888	8	607	657	0.913	4.832E-165	539
H2LEU1|H2LEU1_ORYLA	A0A5F8H036|A0A5F8H036_MONDO	0.471	628	317	0	1	628	707	0.888	8	607	657	0.913	4.832E-165	539
H2LEU1|H2LEU1_ORYLA	F1MBS3|F1MBS3_BOVIN	0.462	628	325	0	1	628	707	0.888	8	613	649	0.934	2.651E-160	526
H2LEU1|H2LEU1_ORYLA	A0A6I8SXA7|A0A6I8SXA7_XENTR	0.521	533	255	0	39	571	707	0.754	4	536	537	0.993	1.116E-158	521
H2LEU1|H2LEU1_ORYLA	A0A6I8QD38|A0A6I8QD38_XENTR	0.520	533	253	0	39	571	707	0.754	26	553	554	0.953	2.081E-158	520
H2LEU1|H2LEU1_ORYLA	A0A6I8SZ77|A0A6I8SZ77_XENTR	0.470	606	296	0	23	628	707	0.857	25	583	626	0.893	9.884E-158	518
H2LEU1|H2LEU1_ORYLA	W5N0J7|W5N0J7_LEPOC	0.452	616	335	0	17	628	707	0.866	19	634	687	0.897	1.647E-151	500
H2LEU1|H2LEU1_ORYLA	H0Y8L3|H0Y8L3_HUMAN	0.462	362	193	0	276	637	707	0.512	2	361	366	0.984	3.732E-85	304
H2LEU1|H2LEU1_ORYLA	C3XS70|C3XS70_BRAFL	0.317	603	401	0	26	628	707	0.853	24	611	831	0.708	1.636E-82	297
A0A1D6M5U0|A0A1D6M5U0_MAIZE	A0A1D6M5U0|A0A1D6M5U0_MAIZE	1.000	430	0	0	1	430	430	1.000	1	430	430	1.000	1.298E-263	810
A0A1D6M5U0|A0A1D6M5U0_MAIZE	K7VW86|K7VW86_MAIZE	0.809	430	82	0	1	430	430	1.000	1	430	430	1.000	8.676E-231	715
A0A1D6M5U0|A0A1D6M5U0_MAIZE	A0A0P0WNJ9|A0A0P0WNJ9_ORYSJ	0.713	429	121	0	3	426	430	0.986	4	432	441	0.973	2.436E-196	616
A0A1D6M5U0|A0A1D6M5U0_MAIZE	Q5N9U4|Q5N9U4_ORYSJ	0.702	401	116	0	30	430	430	0.933	32	422	427	0.916	7.479E-179	565
A0A1D6M5U0|A0A1D6M5U0_MAIZE	B4FG86|B4FG86_MAIZE	0.671	416	133	0	15	430	430	0.967	19	422	426	0.948	1.035E-175	556
A0A1D6M5U0|A0A1D6M5U0_MAIZE	Q9SNC3|FLA4_ARATH	0.455	413	221	0	14	426	430	0.960	13	419	420	0.969	4.972E-101	340
Q5N9U4|Q5N9U4_ORYSJ	Q5N9U4|Q5N9U4_ORYSJ	1.000	427	0	0	1	427	427	1.000	1	427	427	1.000	1.274E-261	804
Q5N9U4|Q5N9U4_ORYSJ	B4FG86|B4FG86_MAIZE	0.706	423	124	0	1	423	427	0.991	1	423	426	0.993	6.234E-191	600
Q5N9U4|Q5N9U4_ORYSJ	A0A1D6M5U0|A0A1D6M5U0_MAIZE	0.709	400	113	0	32	421	427	0.913	30	429	430	0.930	8.028E-181	571
Q5N9U4|Q5N9U4_ORYSJ	K7VW86|K7VW86_MAIZE	0.700	401	118	0	28	421	427	0.923	29	429	430	0.933	3.162E-178	563
Q5N9U4|Q5N9U4_ORYSJ	A0A0P0WNJ9|A0A0P0WNJ9_ORYSJ	0.685	405	125	0	31	427	427	0.930	37	441	441	0.918	4.378E-175	554
Q5N9U4|Q5N9U4_ORYSJ	A0A1D6N7H5|A0A1D6N7H5_MAIZE	0.381	661	261	0	1	423	427	0.991	1	661	664	0.995	1.321E-130	426
Q5N9U4|Q5N9U4_ORYSJ	Q9SNC3|FLA4_ARATH	0.465	395	208	0	24	412	427	0.911	19	413	420	0.940	4.832E-99	334
Q9LTW9|FLA14_ARATH	Q9LTW9|FLA14_ARATH	1.000	255	0	0	1	255	255	1.000	1	255	255	1.000	3.395E-152	479
Q9LTW9|FLA14_ARATH	B4F7Y8|B4F7Y8_MAIZE	0.397	217	118	0	23	219	255	0.773	23	239	296	0.733	1.073E-38	151
Q9LTW9|FLA14_ARATH	Q9ZQ23|FLA3_ARATH	0.410	205	116	0	25	221	255	0.773	26	230	280	0.732	5.100E-38	149
Q9LTW9|FLA14_ARATH	Q6K6F3|Q6K6F3_ORYSJ	0.384	223	126	0	23	228	255	0.808	31	253	304	0.734	9.513E-38	148
Q9LTW9|FLA14_ARATH	Q67W76|Q67W76_ORYSJ	0.348	201	123	0	23	212	255	0.745	38	238	269	0.747	5.841E-27	116
Q9LTW9|FLA14_ARATH	B6TEJ6|B6TEJ6_MAIZE	0.370	180	110	0	19	193	255	0.686	25	204	278	0.647	3.728E-26	114
Q9LTW9|FLA14_ARATH	O49586|FLA5_ARATH	0.430	146	82	0	25	170	255	0.573	26	170	278	0.522	3.728E-26	114
Q9LTW9|FLA14_ARATH	Q7XW83|Q7XW83_ORYSJ	0.387	167	102	0	24	190	255	0.655	29	195	278	0.601	9.411E-26	113
Q9LTW9|FLA14_ARATH	A0A1D6LQH9|A0A1D6LQH9_MAIZE	0.373	172	107	0	23	193	255	0.671	33	204	275	0.625	5.990E-25	110
Q9LTW9|FLA14_ARATH	Q6Z347|Q6Z347_ORYSJ	0.379	148	89	0	25	169	255	0.569	25	172	266	0.556	1.119E-20	98
Q9LTW9|FLA14_ARATH	K7UBA9|K7UBA9_MAIZE	0.313	154	100	0	25	170	255	0.573	33	186	297	0.519	8.200E-14	77
Q9LZX4|FLA10_ARATH	Q9LZX4|FLA10_ARATH	1.000	422	0	0	1	422	422	1.000	1	422	422	1.000	3.062E-253	780
Q9LZX4|FLA10_ARATH	O22126|FLA8_ARATH	0.757	417	100	0	1	417	422	0.988	1	411	420	0.979	1.187E-205	642
Q9LZX4|FLA10_ARATH	Q7XTY1|Q7XTY1_ORYSJ	0.549	389	173	0	9	392	422	0.910	9	397	431	0.903	2.727E-124	407
Q9LZX4|FLA10_ARATH	A0A1D6E267|A0A1D6E267_MAIZE	0.526	384	178	0	14	389	422	0.891	10	393	429	0.895	2.644E-115	381
Q9LZX4|FLA10_ARATH	Q8S5V0|Q8S5V0_ORYSJ	0.488	350	172	0	25	374	422	0.829	26	361	401	0.838	9.589E-93	316
Q9LZX4|FLA10_ARATH	Q9FM65|FLA1_ARATH	0.451	330	179	0	16	345	422	0.782	15	341	424	0.771	6.700E-77	269
Q9LZX4|FLA10_ARATH	Q9SU13|FLA2_ARATH	0.453	319	173	0	26	344	422	0.756	27	343	403	0.787	3.371E-74	261
Q9LZX4|FLA10_ARATH	C0PD01|C0PD01_MAIZE	0.407	349	201	0	1	349	422	0.827	1	340	392	0.867	1.303E-69	248
Q9LZX4|FLA10_ARATH	Q8H3S1|Q8H3S1_ORYSJ	0.396	331	198	0	17	345	422	0.780	17	347	415	0.798	2.412E-62	227
Q9LZX4|FLA10_ARATH	Q6K489|Q6K489_ORYSJ	0.380	337	207	0	11	345	422	0.794	12	348	401	0.840	2.951E-59	218
Q9LZX4|FLA10_ARATH	B6SZA0|B6SZA0_MAIZE	0.366	320	202	0	26	345	422	0.758	37	355	410	0.778	4.967E-52	196
Q9LZX4|FLA10_ARATH	B6SL10|B6SL10_MAIZE	0.342	324	211	0	25	345	422	0.761	29	352	421	0.770	1.054E-46	181
Q9LZX4|FLA10_ARATH	A0A1X7YIL8|A0A1X7YIL8_MAIZE	0.313	360	236	0	26	370	422	0.818	27	386	459	0.784	7.603E-45	175
O49586|FLA5_ARATH	O49586|FLA5_ARATH	1.000	278	0	0	1	278	278	1.000	1	278	278	1.000	1.345E-164	516
O49586|FLA5_ARATH	Q9ZQ23|FLA3_ARATH	0.522	280	132	0	1	278	278	1.000	1	280	280	1.000	1.369E-81	276
O49586|FLA5_ARATH	Q6K6F3|Q6K6F3_ORYSJ	0.341	230	145	0	14	234	278	0.795	21	250	304	0.757	5.875E-31	129
O49586|FLA5_ARATH	B4F7Y8|B4F7Y8_MAIZE	0.311	259	169	0	14	259	278	0.885	13	271	296	0.875	6.944E-30	126
O49586|FLA5_ARATH	Q9LTW9|FLA14_ARATH	0.441	142	78	0	26	166	278	0.507	25	166	255	0.557	3.846E-26	115
O49586|FLA5_ARATH	Q7XW83|Q7XW83_ORYSJ	0.333	152	99	0	26	174	278	0.536	30	181	278	0.547	1.046E-15	83
O49586|FLA5_ARATH	B6TEJ6|B6TEJ6_MAIZE	0.304	160	105	0	23	174	278	0.547	28	187	278	0.576	1.693E-13	77
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A6I8SHV8|A0A6I8SHV8_XENTR	1.000	1053	0	0	1	1053	1053	1.000	1	1053	1053	1.000	0.000E+00	2096
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A6I8Q6H3|A0A6I8Q6H3_XENTR	0.946	1053	57	0	1	1053	1053	1.000	1	1053	1053	1.000	0.000E+00	2092
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A6I8SKP7|A0A6I8SKP7_XENTR	0.945	1053	58	0	1	1053	1053	1.000	1	1053	1053	1.000	0.000E+00	2090
A0A6I8SHV8|A0A6I8SHV8_XENTR	F6R8E6|F6R8E6_XENTR	0.916	1086	88	0	1	1053	1053	1.000	1	1086	1086	1.000	0.000E+00	2079
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A6I8RTB3|A0A6I8RTB3_XENTR	0.933	1053	70	0	1	1053	1053	1.000	1	1053	1053	1.000	0.000E+00	2059
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A6I8RCS6|A0A6I8RCS6_XENTR	0.931	1053	73	0	1	1053	1053	1.000	1	1053	1053	1.000	0.000E+00	2055
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A6I8RJX8|A0A6I8RJX8_XENTR	0.925	1053	79	0	1	1053	1053	1.000	1	1053	1053	1.000	0.000E+00	2040
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A6I8STU8|A0A6I8STU8_XENTR	0.914	1053	88	0	1	1053	1053	1.000	1	1021	1021	1.000	0.000E+00	2011
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A6I8RT64|A0A6I8RT64_XENTR	0.852	1053	141	0	1	1053	1053	1.000	1	955	955	1.000	0.000E+00	1855
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A6I8SFA1|A0A6I8SFA1_XENTR	0.919	782	63	0	2	783	1053	0.743	1	776	795	0.976	0.000E+00	1504
A0A6I8SHV8|A0A6I8SHV8_XENTR	F6TB66|F6TB66_MONDO	0.662	845	273	0	5	849	1053	0.802	3	811	830	0.975	0.000E+00	1109
A0A6I8SHV8|A0A6I8SHV8_XENTR	E2QUG4|E2QUG4_CANLF	0.663	844	274	0	6	849	1053	0.802	4	817	836	0.974	0.000E+00	1109
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A3Q2U321|A0A3Q2U321_CHICK	0.654	858	283	0	2	859	1053	0.815	1	819	857	0.956	0.000E+00	1109
A0A6I8SHV8|A0A6I8SHV8_XENTR	D1Z308|D1Z308_BOVIN	0.662	844	275	0	6	849	1053	0.802	4	817	836	0.974	0.000E+00	1106
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A3Q2U1B0|A0A3Q2U1B0_CHICK	0.650	858	281	0	2	859	1053	0.815	1	803	841	0.955	0.000E+00	1100
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A3Q2UC30|A0A3Q2UC30_CHICK	0.655	848	278	0	2	849	1053	0.805	1	808	828	0.976	0.000E+00	1098
A0A6I8SHV8|A0A6I8SHV8_XENTR	E2QYG1|E2QYG1_CANLF	0.687	801	246	0	6	806	1053	0.761	4	789	808	0.973	0.000E+00	1097
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A3Q1NNK1|A0A3Q1NNK1_BOVIN	0.686	801	246	0	6	806	1053	0.761	4	789	808	0.973	0.000E+00	1095
A0A6I8SHV8|A0A6I8SHV8_XENTR	Q15063|POSTN_HUMAN	0.656	844	280	0	6	849	1053	0.802	4	817	836	0.974	0.000E+00	1095
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A5F8GCT4|A0A5F8GCT4_MONDO	0.684	802	247	0	5	806	1053	0.762	3	784	803	0.974	0.000E+00	1094
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A5F4DDV1|A0A5F4DDV1_CANLF	0.685	801	248	0	6	806	1053	0.761	4	790	809	0.973	0.000E+00	1094
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A3Q2TUR8|A0A3Q2TUR8_CHICK	0.677	812	255	0	2	813	1053	0.771	1	792	830	0.954	0.000E+00	1094
A0A6I8SHV8|A0A6I8SHV8_XENTR	G3QUZ5|G3QUZ5_GORGO	0.656	844	280	0	6	849	1053	0.802	4	817	836	0.974	0.000E+00	1094
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A5F8HIW3|A0A5F8HIW3_MONDO	0.677	812	252	0	5	816	1053	0.771	3	783	802	0.974	0.000E+00	1093
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A3Q1N5X2|A0A3Q1N5X2_BOVIN	0.684	801	248	0	6	806	1053	0.761	4	790	809	0.973	0.000E+00	1093
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A2I3S1C4|A0A2I3S1C4_PANTR	0.624	895	313	0	6	900	1053	0.850	4	836	836	0.996	0.000E+00	1092
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A2I3S777|A0A2I3S777_PANTR	0.658	837	276	0	6	842	1053	0.795	4	810	812	0.994	0.000E+00	1090
A0A6I8SHV8|A0A6I8SHV8_XENTR	Q62009|POSTN_MOUSE	0.658	835	275	0	15	849	1053	0.793	15	819	838	0.961	0.000E+00	1087
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A3Q2UBV6|A0A3Q2UBV6_CHICK	0.678	805	251	0	2	806	1053	0.764	1	781	801	0.975	0.000E+00	1086
A0A6I8SHV8|A0A6I8SHV8_XENTR	B1ALD9|B1ALD9_HUMAN	0.679	801	252	0	6	806	1053	0.761	4	789	808	0.973	0.000E+00	1082
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A2I2ZP34|A0A2I2ZP34_GORGO	0.679	801	252	0	6	806	1053	0.761	4	789	808	0.973	0.000E+00	1082
A0A6I8SHV8|A0A6I8SHV8_XENTR	H2Q7F8|H2Q7F8_PANTR	0.677	801	254	0	6	806	1053	0.761	4	789	808	0.973	0.000E+00	1079
A0A6I8SHV8|A0A6I8SHV8_XENTR	Q15063-5|POSTN-5_HUMAN	0.677	801	254	0	6	806	1053	0.761	4	790	809	0.973	0.000E+00	1079
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A2I2YTD4|A0A2I2YTD4_GORGO	0.677	801	254	0	6	806	1053	0.761	4	790	809	0.973	0.000E+00	1078
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A2I3SQ41|A0A2I3SQ41_PANTR	0.676	801	255	0	6	806	1053	0.761	4	790	809	0.973	0.000E+00	1078
A0A6I8SHV8|A0A6I8SHV8_XENTR	D3ZAF5|D3ZAF5_RAT	0.695	775	230	0	15	789	1053	0.736	15	770	810	0.933	0.000E+00	1078
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A5F4CN27|A0A5F4CN27_CANLF	0.688	784	230	0	6	789	1053	0.745	4	741	770	0.958	0.000E+00	1077
A0A6I8SHV8|A0A6I8SHV8_XENTR	W5MPT1|W5MPT1_LEPOC	0.649	841	288	0	2	842	1053	0.799	1	821	821	1.000	0.000E+00	1076
A0A6I8SHV8|A0A6I8SHV8_XENTR	Q62009-3|POSTN-3_MOUSE	0.674	802	253	0	15	816	1053	0.762	15	791	810	0.959	0.000E+00	1075
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A3Q1MF21|A0A3Q1MF21_BOVIN	0.675	801	254	0	6	806	1053	0.761	4	787	806	0.973	0.000E+00	1074
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A5F4DKC3|A0A5F4DKC3_CANLF	0.674	801	255	0	6	806	1053	0.761	4	787	806	0.973	0.000E+00	1073
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A2I2ZXC3|A0A2I2ZXC3_GORGO	0.644	844	294	0	6	849	1053	0.802	4	829	853	0.968	0.000E+00	1071
A0A6I8SHV8|A0A6I8SHV8_XENTR	Q62009-2|POSTN-2_MOUSE	0.650	835	272	0	15	849	1053	0.793	15	792	811	0.959	0.000E+00	1070
A0A6I8SHV8|A0A6I8SHV8_XENTR	Q62009-4|POSTN-4_MOUSE	0.699	764	225	0	15	778	1053	0.726	15	761	784	0.953	0.000E+00	1069
A0A6I8SHV8|A0A6I8SHV8_XENTR	Q15063-3|POSTN-3_HUMAN	0.673	797	254	0	6	802	1053	0.757	4	781	781	0.996	0.000E+00	1067
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A5F8GQG6|A0A5F8GQG6_MONDO	0.680	788	248	0	5	792	1053	0.748	3	779	779	0.997	0.000E+00	1066
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A2I3SNS9|A0A2I3SNS9_PANTR	0.642	844	295	0	6	849	1053	0.802	4	827	865	0.953	0.000E+00	1065
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A097BW25|A0A097BW25_RAT	0.687	775	228	0	15	789	1053	0.736	15	743	783	0.931	0.000E+00	1062
A0A6I8SHV8|A0A6I8SHV8_XENTR	F1N8W3|F1N8W3_CHICK	0.664	805	270	0	2	806	1053	0.764	1	805	825	0.976	0.000E+00	1059
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A5F8HIW0|A0A5F8HIW0_MONDO	0.700	755	224	0	5	759	1053	0.717	3	749	749	0.997	0.000E+00	1058
A0A6I8SHV8|A0A6I8SHV8_XENTR	Q62009-5|POSTN-5_MOUSE	0.665	802	251	0	15	816	1053	0.762	15	764	783	0.958	0.000E+00	1058
A0A6I8SHV8|A0A6I8SHV8_XENTR	Q2KJC7|Q2KJC7_BOVIN	0.665	801	253	0	6	806	1053	0.761	4	760	779	0.972	0.000E+00	1057
A0A6I8SHV8|A0A6I8SHV8_XENTR	F1P4N9|F1P4N9_CHICK	0.663	805	266	0	2	806	1053	0.764	1	789	809	0.975	0.000E+00	1057
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A5F4CU77|A0A5F4CU77_CANLF	0.665	801	253	0	6	806	1053	0.761	4	760	779	0.972	0.000E+00	1056
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A5F4D8M3|A0A5F4D8M3_CANLF	0.710	735	211	0	6	740	1053	0.698	4	730	749	0.971	0.000E+00	1047
A0A6I8SHV8|A0A6I8SHV8_XENTR	Q15063-2|POSTN-2_HUMAN	0.658	801	259	0	6	806	1053	0.761	4	760	779	0.972	0.000E+00	1042
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A2I2YVT8|A0A2I2YVT8_GORGO	0.657	801	259	0	6	806	1053	0.761	4	760	779	0.972	0.000E+00	1041
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A2I3TPJ2|A0A2I3TPJ2_PANTR	0.657	801	259	0	6	806	1053	0.761	4	760	779	0.972	0.000E+00	1041
A0A6I8SHV8|A0A6I8SHV8_XENTR	Q15063-6|POSTN-6_HUMAN	0.689	751	231	0	6	756	1053	0.713	4	746	749	0.992	0.000E+00	1034
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A2I2YLR3|A0A2I2YLR3_GORGO	0.689	751	231	0	6	756	1053	0.713	4	746	749	0.992	0.000E+00	1033
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A2I3SDV5|A0A2I3SDV5_PANTR	0.689	751	231	0	6	756	1053	0.713	4	746	749	0.992	0.000E+00	1033
A0A6I8SHV8|A0A6I8SHV8_XENTR	Q15063-4|POSTN-4_HUMAN	0.654	797	258	0	6	802	1053	0.757	4	751	751	0.996	0.000E+00	1030
A0A6I8SHV8|A0A6I8SHV8_XENTR	Q15063-7|POSTN-7_HUMAN	0.698	731	217	0	6	736	1053	0.694	4	721	721	0.996	0.000E+00	1021
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A5F4DBH8|A0A5F4DBH8_CANLF	0.612	844	294	0	6	849	1053	0.802	4	762	794	0.956	7.191E-320	1006
A0A6I8SHV8|A0A6I8SHV8_XENTR	E7F5I3|E7F5I3_DANRE	0.581	882	352	0	5	886	1053	0.838	4	843	882	0.952	1.146E-312	985
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A0R4IPF4|A0A0R4IPF4_DANRE	0.620	802	290	0	2	803	1053	0.762	1	763	785	0.972	4.769E-308	972
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A0R4IS83|A0A0R4IS83_DANRE	0.620	802	290	0	2	803	1053	0.762	1	763	797	0.957	4.769E-308	972
A0A6I8SHV8|A0A6I8SHV8_XENTR	Q75U66|Q75U66_DANRE	0.596	841	313	0	2	842	1053	0.799	1	776	782	0.992	8.914E-308	971
A0A6I8SHV8|A0A6I8SHV8_XENTR	A0A0R4INY2|A0A0R4INY2_DANRE	0.627	788	279	0	2	789	1053	0.748	1	750	756	0.992	1.088E-306	968
A0A6I8SHV8|A0A6I8SHV8_XENTR	H2LET9|H2LET9_ORYLA	0.631	704	255	0	11	701	1053	0.656	8	711	723	0.974	1.031E-273	872
